音エネルギー,運動とエネルギー,振動によって伝わるエネルギーを何といいますか？,運動エネルギー 熱エネルギー 光エネルギー 電気エネルギー 化学エネルギー 核エネルギー 弾性エネルギー 内部エネルギー 位置エネルギー 摩擦エネルギー温室効果,地球,大気中の二酸化炭素などが地球の温度を保つ現象を何といいますか？,オゾン層 酸性雨 地球温暖化 酸素循環 光合成 海流 発電 大気循環 エネルギー保存の法則 太陽光
カーボンニュートラル,地球,二酸化炭素の排出と吸収を同じにして実質ゼロにする取り組みを何といいますか？,地球温暖化 環境保護 再生可能エネルギー 温室効果 二酸化炭素排出量 削減 持続可能 エコロジー 温暖化対策 リサイクル
海王星,宇宙,太陽系の中で最も外側にある惑星は何ですか？,冥王星 土星 天王星 木星 火星 金星 地球 水星 月 ブラックホール
皆既月食,宇宙,地球の影が月全体を覆う月食を何といいますか？,部分月食 半影月食 皆既日食 部分日食 日食 月食 金環日食 彗星 流星 皆帰月食
皆既日食,宇宙,月が太陽を完全に隠す日食を何といいますか？,部分日食 金環日食 部分月食 皆既月食 日食 月食 彗星 流星 隕石 皆帰日食
外来種,生物,本来の生息地以外に人の活動で入ってきて増える生物を何といいますか？,在来種 絶滅危惧種 固有種 侵略的外来種 外来生物 生態系 保護種 有害種 侵入種 絶滅種
海流発電,自然と科学技術,海の流れのエネルギーを利用して発電する方法は何ですか？,風力発電 太陽光発電 水力発電 地熱発電 バイオマス発電 原子力発電 火力発電 潮力発電 波力発電 海底火山発電
化学エネルギー,運動とエネルギー,物質の中に蓄えられているエネルギーを何といいますか？,運動エネルギー 熱エネルギー 電気エネルギー 光エネルギー 核エネルギー 音エネルギー 位置エネルギー 弾性エネルギー 内部エネルギー 電磁エネルギー
科学技術,自然と科学技術,科学の知識を応用して生活を便利にする技術を何といいますか？,自然科学 人文科学 社会科学 技術革新 工学 技術開発 産業革命 発明 発見 研究
化学電池,自然と科学技術,化学反応を利用して電気を取り出す装置を何といいますか？,乾電池 蓄電池 電気分解 電池 燃料電池 ソーラーパネル 発電機 発電装置 バッテリー コンデンサー
核エネルギー,自然と科学技術,原子核のエネルギーを利用したエネルギーを何といいますか？,化学エネルギー 運動エネルギー 熱エネルギー 電気エネルギー 光エネルギー 音エネルギー 位置エネルギー 弾性エネルギー 電磁エネルギー 内部エネルギー
核分裂,自然と科学技術,重い原子核が分かれてエネルギーを出す反応を何といいますか？,核融合 電子結合 電子捕獲 中性子放出 放射性崩壊 電磁誘導 燃焼 光合成 受動拡散 活性化エネルギー
下弦の月,宇宙,月の満ち欠けで、月が半分だけ見える状態の一つで満ち欠けが減っていく時の呼び方は何ですか？,上弦の月 満月 新月 三日月 半月 月食 日食 皆既月食 皆既日食 満ち欠け
火星,宇宙,太陽系で地球の次に地球に似た環境を持つ惑星は何ですか？,金星 水星 木星 土星 海王星 天王星 冥王星 地球 月 太陽
化石燃料,地球,古代の生物の遺骸が変化してできた燃料を何といいますか？,再生可能エネルギー 太陽光発電 風力発電 水力発電 地熱発電 バイオマスエネルギー 天然ガス 石炭 石油 ガス
花粉管,生物,受粉後、花粉から伸びてめしべの先に向かう管を何といいますか？,胚珠 花粉 花芽 子房 卵細胞 精細胞 花弁 花托 雄しべ 茎
カリウムイオン,イオン,体内の神経伝達に重要な役割を持つ陽イオンは何ですか？,ナトリウムイオン カルシウムイオン マグネシウムイオン 鉄イオン 銅イオン アンモニウムイオン 亜鉛イオン リン酸イオン 塩化物イオン 硫酸イオン
火力発電,自然と科学技術,化石燃料を燃やして蒸気を作りタービンを回して発電する方法は何ですか？,水力発電 原子力発電 風力発電 太陽光発電 地熱発電 バイオマス発電 潮力発電 波力発電 燃料電池 発電機
ガリレオ・ガリレイ,自然と科学技術,望遠鏡を使って天体観測を行い地動説を支持した人物は誰ですか？,ニュートン ケプラー コペルニクス アインシュタイン エジソン マリーキュリー フック ボイル ファラデー メンデレーエフ
カルシウムイオン,イオン,骨や歯の形成に必要な陽イオンは何ですか？,ナトリウムイオン カリウムイオン マグネシウムイオン 鉄イオン 銅イオン アンモニウムイオン 亜鉛イオン 塩化物イオン 硫酸イオン 硝酸イオン
慣性,運動とエネルギー,物体がその運動の状態を続けようとする性質を何といいますか？,摩擦力 重力 運動量 遠心力 向心力 作用反作用力 弾性力 浮力 速度 加速度
慣性の法則,運動とエネルギー,物体は外から力が加わらなければそのままの状態を保つ法則は何ですか？,運動の法則 作用反作用の法則 万有引力の法則 フックの法則 保存の法則 エネルギー保存の法則 力のつり合いの法則 浮力の法則 流体の法則 重力の法則
Y(ガンマ)線,自然と科学技術,放射線の一種で最も透過力が強い電磁波は何ですか？,α(アルファ)線 β(ベータ)線 X線 電磁波 紫外線 赤外線 可視光線 電子線 陽子線 中性子線
霧箱,自然と科学技術,放射線の飛跡を観察する装置を何といいますか？,加速器 原子炉 ガイガーカウンター シンチレーションカウンター 電子顕微鏡 望遠鏡 分光器 マイクロスコープ 顕微鏡 電離箱
記録タイマー,自然と科学技術,物体の運動の速さや時間を詳しく記録する装置は何ですか？,ストップウォッチ 電子時計 時計 秒針 振り子 時計装置 カメラ タイマー センサー メートル棒
記録テープ,自然と科学技術,記録タイマーで使われ、物体の運動を時間とともに記録するものは何ですか？,紙テープ フィルム ロープ 鉄線 金属板 プラスチック板 ガラス板 導線 糸 紙
銀河,宇宙,多数の恒星や星間物質が集まってできた大きな天体の集まりは何ですか？,惑星 恒星 彗星 小惑星 星雲 星団 太陽系 宇宙 銀河系 ブラックホール
銀河系,宇宙,私たちの太陽系が属する銀河の名前は何ですか？,アンドロメダ銀河 さそり座銀河 おおぐま座銀河 ケフェウス銀河 天の川銀河 大マゼラン雲 小マゼラン雲 渦巻銀河 楕円銀河 不規則銀河
緊急地震速報,地球,地震の発生を事前に知らせるシステムを何といいますか？,津波警報 火山警報 台風警報 防災警報 気象警報 火災報知器 火災警報 避難勧告 土砂災害警戒情報 防災無線
金星,宇宙,地球の近くを回る明るく見える惑星で「宵の明星」とも呼ばれるのは何ですか？,火星 水星 木星 土星 海王星 天王星 冥王星 地球 月 彗星
菌類,生物,カビやキノコなどの分類群は何といいますか？,植物 動物 細菌 ウイルス 原生生物 モネラ類 真菌類 変形菌 藻類 原核生物
空気亜鉛電池,自然と科学技術,空気中の酸素を利用して電気を作る電池の一種は何ですか？,アルカリマンガン乾電池 リチウムイオン電池 ニッケル水素電池 鉛蓄電池 燃料電池 乾電池 ボタン電池 蓄電池 電気二重層キャパシタ 太陽電池
グリーンサスティナプルケミストリー(GSC),自然と科学技術,環境に配慮した持続可能な化学の取り組みを何といいますか？,環境化学 持続可能な開発 グリーンケミストリー 再生可能エネルギー バイオテクノロジー エコロジー 化学工学 化学反応 持続可能エネルギー 省エネルギー技術
クリック,自然と科学技術,DNAの二重らせん構造を発見した科学者は誰ですか？,ワトソン フランクリン ハーシー エルヴィン・シャルガフ ラボアジエ ボイル ニュートン ファラデー アボガドロ メンデレーエフ
クローン,生物,遺伝的に同じ個体を作る技術を何といいますか？,遺伝子組換え 生殖 多様性 変異 遺伝子操作 遺伝子治療 交配 遺伝子編集 染色体 分裂
形質,生物,親から子へ伝わる特徴や性質を何といいますか？,遺伝子 DNA 染色体 表現型 突然変異 遺伝子型 遺伝子情報 個体群 遺伝子組換え 遺伝子座
経線,地球,地球の南北を結び、緯線と直角に交わる線を何といいますか？,緯線 赤道 子午線 緯度線 経度線 地軸 時間帯 緯線経線 子午線経線 極線
夏至,地球,1年で最も昼が長くなる日のことを何といいますか？,冬至 春分 秋分 立春 立冬 正月 海の日 小暑 大暑 立夏
月食,宇宙,地球の影が月にかかる現象を何といいますか？,日食 皆既日食 皆既月食 部分月食 半影月食 日没 日の出 新月 満月 三日月
原子,自然と科学技術,物質を作る最小の単位で、元素の性質を持つものを何といいますか？,分子 電子 中性子 陽子 原子核 イオン 分子式 化合物 核子 粒子
原子核,自然と科学技術,原子の中心にあり陽子と中性子でできている部分を何といいますか？,電子 原子質量 イオン 分子 核反応 放射性崩壊 核融合 核分裂 物質 量子
原子力発電,自然と科学技術,核分裂のエネルギーを利用して発電する方法を何といいますか？,火力発電 水力発電 風力発電 太陽光発電 地熱発電 バイオマス発電 潮力発電 波力発電 燃料電池 燃焼発電
減数分裂,生物,生殖細胞を作るときに染色体の数が半分になる細胞分裂を何といいますか？,体細胞分裂 有糸分裂 無性生殖 有性生殖 受精 分裂遺伝 子分裂 核分裂 細胞質分裂 細胞分裂
光化学スモッグ,地球,工場や車の排気ガスが太陽光と反応してできる大気汚染は何ですか？,酸性雨 オゾン層 地球温暖化 粒子状物質 温室効果 二酸化炭素排出 大気汚染 酸素減少 光合成 大気循環
恒星,宇宙,自ら光や熱を出している天体を何といいますか？,惑星 衛星 小惑星 彗星 ブラックホール 銀河 宇宙塵 太陽系 星団 流星
公転,宇宙,惑星が太陽の周りを回る運動を何といいますか？,自転 軌道 運動 螺旋 遠心運動 直線運動 振動 遠心力 向心力 加速度
公転周期,宇宙,惑星が太陽の周りを一周するのにかかる時間を何といいますか？,自転周期 回転周期 振動周期 変動周期 放射周期 惑星周期 軌道周期 太陽周期 恒星周期 公転速度
公転面,宇宙,惑星が太陽の周りを回るときの軌道がある平面を何といいますか？,赤道面 軸面 磁気面 惑星面 軌道面 軌跡面 天球面 観測面 視線面 地球面
黄道,宇宙,太陽が1年間に通る天球上の道を何といいますか？,赤道 天の川 銀河系 軌道面 星座 太陽系軌道 惑星軌道 天球 赤緯 赤経
光年,宇宙,光が1年間に進む距離を表す単位は何ですか？,秒 年 日 時間 メートル キロメートル パーセク オーストロン ミリメートル ナノメートル
合力,運動とエネルギー,2つ以上の力が合わさってできる1つの力を何といいますか？,分力 作用反作用力 摩擦力 重力 弾性力 浮力 遠心力 向心力 圧力 反発力
コージェネレーションシステム,自然と科学技術,発電と熱利用を同時に行う効率的なエネルギー利用システムは何ですか？,単独発電システム 蓄電システム 太陽光発電システム 風力発電システム バイオマス発電システム 燃料電池システム 地熱発電システム 火力発電システム 水力発電システム 原子力発電システム
枯渇性エネルギー,自然と科学技術,使い続けると無くなってしまうエネルギー資源を何といいますか？,再生可能エネルギー 太陽エネルギー 風力エネルギー 水力エネルギー バイオマスエネルギー 地熱エネルギー 潮力エネルギー 波力エネルギー 核融合エネルギー 水素エネルギー
黒点,宇宙,太陽の表面にできる温度が低く黒く見える部分を何といいますか？,太陽黒点 太陽風 太陽フレア 太陽光線 太陽磁場 太陽系 太陽活動 太陽周期 太陽表面 太陽熱
こまごめピペット,自然と科学技術,液体を正確に少量取り扱うための実験器具は何ですか？,メスシリンダー ビュレット ピペットスポイト スポイト 試験管 フラスコ ビーカー ホールピペット マイクロピペット ガラス棒
コロナ,宇宙,太陽の外側に広がる薄く熱い大気層を何といいますか？,黒点 太陽風 太陽磁場 太陽フレア 太陽表面 太陽光線 プラズマ 太陽系 恒星風 日冕
根冠,生物,植物の根の先端にあり根の成長を助ける部分はどこですか？,根毛 根端分裂組織 葉柄 茎頂分裂組織 表皮組織 維管束 葉柄基部 枝分かれ 葉脈 細胞壁
コンバインドサイクル発電,自然と科学技術,ガスタービンと蒸気タービンを組み合わせて効率よく発電する方法は何ですか？,火力発電 原子力発電 風力発電 水力発電 太陽光発電 地熱発電 バイオマス発電 潮力発電 波力発電 燃料電池発電
細菌類,生物,単細胞の微生物で、病気を起こすものや発酵に利用されるものは何ですか？,真菌類 ウイルス 原生生物 藻類 原核生物 変形菌 アメーバ プランクトン ミドリムシ 光合成細菌
再生可能エネルギー,自然と科学技術,使い続けてもなくならないエネルギー資源は何ですか？,化石燃料 火力発電 原子力発電 石炭 石油 天然ガス 石灰石 ガス 炭酸カルシウム バイオマス
細胞分裂,生物,細胞が二つに分かれて増える過程を何といいますか？,減数分裂 有糸分裂 有性生殖 無性生殖 受精 分裂遺伝 子分裂 核分裂 細胞質分裂 細胞融合
酢酸オルセイン溶液,自然と科学技術,染色液の一つで、細胞の染色に使われるものは何ですか？,ヨウ素液 メチレンブルー エオジン液 インドゴール液 ニグロシン液 メチルグリーン トリパンブルー カルミン液 アニリンブルー グリセリン
作用,運動とエネルギー,物体に力を加えることを何といいますか？,反作用 力 摩擦力 重力 弾性力 浮力 遠心力 向心力 圧力 反発力
作用線,運動とエネルギー,力が物体に作用している向きを表す直線を何といいますか？,合力 分力 力の大きさ ベクトル 速度 力の向き 力の方向 反作用線 摩擦線 作用点
作用・反作用の法則,運動とエネルギー,物体Aが物体Bに力を加えると、物体Bも物体Aに同じ大きさで反対向きの力を加えるという法則は何ですか？,慣性の法則 運動の法則 万有引力の法則 フックの法則 保存の法則 エネルギー保存の法則 力のつり合いの法則 浮力の法則 流体の法則 重力の法則
酸,イオン,水に溶けて水素イオンを出す物質を何といいますか？,塩基 中和剤 アルカリ 塩 水 酸化物 触媒 酸化還元 酸化銀 電解質
酸化銀電池,自然と科学技術,酸化銀を使ったボタン電池の一種は何ですか？,アルカリマンガン乾電池 リチウムイオン電池 ニッケル水素電池 鉛蓄電池 燃料電池 乾電池 ボタン電池 蓄電池 電気二重層キャパシタ 太陽電池
酸性雨,地球,大気中の硫黄酸化物や窒素酸化物が雨に溶けて酸性になる現象は何ですか？,光化学スモッグ 温室効果 オゾン層破壊 大気汚染 二酸化炭素増加 酸素減少 光合成 大気循環 酸化還元 酸性水溶液
シーベルト(Sv),自然と科学技術,放射線による人体への影響の強さを表す単位は何ですか？,グレイ(Gy) ベクレル(Bq) キログラム(kg) メートル(m) ジュール(J) ワット(W) カンデラ(cd) モル(mol) ルーメン(lm) カロリー(cal)
自家受粉,生物,同じ花や同じ植物のめしべに花粉がつく受粉方法は何ですか？,他家受粉 交配 受精 胞子生殖 有性生殖 無性生殖 受粉 多細胞生物 胞子 花粉管
子午線,地球,経線とも呼ばれ、地球の南北を結ぶ線を何といいますか？,緯線 赤道 赤緯 緯度線 経度線 地軸 時間帯 緯線経線 子午線経線 極線
仕事,運動とエネルギー,物体に力を加えて物体を移動させるときに行われるエネルギーのやり取りを何といいますか？,仕事率 仕事量 力 運動エネルギー 位置エネルギー エネルギー 熱 エネルギー保存の法則 摩擦力 作用
仕事の原理,運動とエネルギー,小さな力で大きな仕事をするために働く物理の原理は何ですか？,仕事率 摩擦力 作用の法則 エネルギー保存の法則 運動の法則 慣性の法則 作用反作用の法則 浮力の法則 重力の法則 運動量保存の法則
仕事率,運動とエネルギー,単位時間あたりに行われる仕事の量を何といいますか？,仕事 エネルギー 力 運動エネルギー 位置エネルギー 熱 エネルギー保存の法則 摩擦力 作用 電力
自然放射線,自然と科学技術,自然界に存在し放射線を出す物質や現象を何といいますか？,人工放射線 電磁波 紫外線 X線 β線 α線 ガンマ線 中性子線 放射能 放射性元素
持続可能な社会,地球,将来の世代も豊かに暮らせる社会を何といいますか？,環境破壊 地球温暖化 資源枯渇 環境保護 再生可能エネルギー エコロジー 環境負荷 環境汚染 環境教育 環境問題
自転,宇宙,地球が自分の軸を中心に回る運動を何といいますか？,公転 軌道 回転 振動 進行 遠心力 向心力 変位 加速度 運動量
自転周期,宇宙,地球が一回自転するのにかかる時間を何といいますか？,公転周期 公転時間 公転速度 公転面 公転軌道 自転速度 変位時間 運動時間 回転時間 角速度
充電,自然と科学技術,電池や蓄電池に電気をためることを何といいますか？,放電 放電器 電気分解 電流 電圧 電気抵抗 導体 絶縁体 電子 蓄電
秋分,地球,昼と夜の長さがほぼ同じになる日を何といいますか？,春分 夏至 冬至 立春 立夏 立秋 立冬 春分の日 冬至の日 夏至の日
自由落下,運動とエネルギー,空気の抵抗を無視した場合に物体が地球に向かって落ちる運動を何といいますか？,投げ上げ運動 放物運動 運動 エネルギー 位置エネルギー 運動エネルギー 摩擦力 遠心力 向心力 力のつり合い
ジュール(J),運動とエネルギー,仕事やエネルギーの単位は何ですか？,ワット(W) ニュートン(N) ボルト(V) アンペア(A) オーム(Ω) ファラド(F) ヘンリー(H) シーベルト(Sv) ベクレル(Bq) グレイ(Gy)
ジュール毎秒(J/s),運動とエネルギー,仕事率の単位として使われる単位は何ですか？,ワット(W) ニュートン(N) ボルト(V) アンペア(A) オーム(Ω) ファラド(F) ヘンリー(H) シーベルト(Sv) ベクレル(Bq) グレイ(Gy)
受精,生物,卵子と精子が結合することを何といいますか？,発芽 分裂 交配 受粉 有性生殖 無性生殖 遺伝 子分裂 減数分裂 核分裂
受精卵,生物,受精したばかりの卵細胞を何といいますか？,胚珠 胚 子葉 子実 葉緑体 細胞質 ミトコンドリア リボソーム 核 分裂細胞
瞬間の速さ,運動とエネルギー,ある瞬間の物体の速さを何といいますか？,平均の速さ 速度 変位 加速度 移動距離 速度ベクトル 運動量 速度変化率 速さの平均 速度の変化
純系,生物,同じ形質を何代も繰り返し受け継ぐことにより形質が固定された個体群を何といいますか？,雑種系 変異系 遺伝子型 表現型 形質 遺伝子 染色体 クローン 遺伝子組換え 交配
春分,地球,昼と夜の長さがほぼ等しくなる日のことを何といいますか？,秋分 夏至 冬至 立春 立夏 立秋 立冬 春分の日 冬至の日 夏至の日
上弦の月,宇宙,新月の約1週間後に見える、月の右半分が明るく見える月の形は何ですか？,下弦の月 新月 満月 三日月 半月 月食 日食 満ち欠け 月齢 弦月
硝酸イオン,イオン,肥料などに含まれ、植物の栄養源となる陰イオンは何ですか？,リン酸イオン 硫酸イオン 塩化物イオン 炭酸イオン 水酸化物イオン 炭酸水素イオン 硫化物イオン 酸化物イオン フッ化物イオン 塩素イオン
消費者,生物,生産者が作った有機物を食べて栄養を得る生物を何といいますか？,生産者 分解者 草食動物 肉食動物 雑食動物 生態系 食物連鎖 食物網 栄養段階 捕食者
小惑星,宇宙,火星と木星の間に多く存在し、小さな岩石の天体を何といいますか？,彗星 恒星 惑星 衛星 流星 流星群 銀河系 ブラックホール 衛星軌道 太陽系
食物網,生物,複数の食物連鎖が絡み合った生態系の栄養関係を何といいますか？,食物連鎖 生態系 生産者 消費者 分解者 栄養段階 栄養ピラミッド 生態系ピラミッド 生物多様性 生物群集
食物連鎖,生物,生産者から消費者、分解者へとつながる生物間の栄養の流れを何といいますか？,食物網 生態系 栄養段階 捕食者 捕食 被食者 生産者 消費者 分解者 生態ピラミッド
新月,宇宙,月が太陽と地球の間にあり、月が見えなくなる現象を何といいますか？,満月 上弦の月 下弦の月 三日月 半月 月食 日食 月齢 満ち欠け 弦月
水酸化物イオン,イオン,アルカリ性の水溶液に多く含まれる陰イオンは何ですか？,水素イオン 塩化物イオン 硝酸イオン 炭酸イオン 炭酸水素イオン 硫酸イオン 酢酸イオン リン酸イオン フッ化物イオン 塩素イオン
水星,宇宙,太陽に最も近い惑星は何ですか？,金星 火星 木星 土星 海王星 天王星 冥王星 地球 彗星 月
すい星,宇宙,氷や塵が集まってできており、太陽に近づくと尾を引く天体を何といいますか？,小惑星 惑星 彗星 衛星 流星 流星群 恒星 銀河系 ブラックホール 太陽系
水素イオン,イオン,酸性の水溶液中で多く存在する陽イオンは何ですか？,水酸化物イオン 塩化物イオン 硝酸イオン 炭酸イオン 炭酸水素イオン 硫酸イオン アンモニウムイオン ナトリウムイオン カリウムイオン 鉄イオン
水力発電,自然と科学技術,水の流れのエネルギーを利用して発電する方法は何ですか？,火力発電 原子力発電 風力発電 太陽光発電 地熱発電 バイオマス発電 潮力発電 波力発電 燃料電池 発電機
スマートコミュニティ(スマートシティ),自然と科学技術,情報技術を活用して効率的で環境に優しい都市づくりを目指す取り組みを何といいますか？,エコシティ 環境都市 持続可能な社会 地域活性化 スマートグリッド 環境負荷低減 地球温暖化対策 再生可能エネルギー エネルギー効率化 クリーンエネルギー
精細胞,生物,雄の生殖細胞で、運動能を持ち受精に関与する細胞は何ですか？,卵細胞 精子 生殖細胞 体細胞 受精卵 胞子 花粉管 配偶子 胞子のう 配偶子形成
生産者,生物,光合成を行い有機物を作り出す生物は何ですか？,消費者 分解者 肉食動物 草食動物 雑食動物 酵母菌 細菌 藻類 植物菌類 菌類
精子,生物,雄の生殖細胞のうち運動性を持ち受精に関与するものは何ですか？,卵細胞 胞子 体細胞 受精卵 花粉管 配偶子 胞子のう 配偶子形成 分裂遺伝 子分裂
生殖,生物,新しい個体を作る生命現象を何といいますか？,成長 代謝 呼吸 排泄 感覚 運動 反応 遺伝 分裂 分化
生殖細胞,生物,減数分裂によって作られ、受精に関わる細胞は何ですか？,体細胞 精細胞 卵細胞 胞子 受精卵 分裂細胞 胞子のう 配偶子 染色体 細胞質
生態系,生物,生物とそれを取り巻く環境が一体となったまとまりを何といいますか？,食物連鎖 食物網 生物群集 個体群 環境 生産者 消費者 分解者 栄養段階 森林
星団,宇宙,恒星が多数集まっている天体の集まりを何といいますか？,銀河 銀河系 惑星 彗星 流星 流星群 ブラックホール 太陽系 恒星間物質 星雲
成長点,生物,植物の茎や根の先端にある細胞分裂が盛んな部分はどこですか？,根冠 葉芽 休眠芽 腹芽 腋芽 葉柄 細胞壁 維管束 染色体 核
生物濃縮,生物,有害物質が食物連鎖を通じて高い濃度で蓄積される現象を何といいますか？,生物多様性 生物累積 バイオマス 生態ピラミッド 捕食者 生産者 消費者 分解者 環境汚染 生態系
染色体,生物,細胞の核内にあり遺伝情報を持つものは何ですか？,DNA RNA 遺伝子 細胞質 核膜 ミトコンドリア リボソーム 核 小胞体 ゴルジ体
大気汚染,地球,有害な物質が大気中に増え環境や健康に悪影響を与えることを何といいますか？,地球温暖化 酸性雨 光化学スモッグ オゾン層破壊 温室効果 ガス排出 排気ガス 粒子状物質 大気循環 二酸化炭素増加
体細胞,生物,体を作る細胞で、受精卵から分裂して増える細胞は何ですか？,生殖細胞 精細胞 卵細胞 胞子 受精卵 分裂細胞 配偶子 胞子のう 核 小胞体
体細胞分裂,生物,体細胞が分裂して同じ遺伝情報を持つ2つの細胞に分かれることを何といいますか？,減数分裂 有糸分裂 無性生殖 有性生殖 受精 分裂遺伝 核分裂 細胞質分裂 細胞融合 染色体複製
