塩化ナトリウム,物質,食塩の主成分である化合物は何ですか？,炭酸水素ナトリウム 硝酸カリウム 硫酸ナトリウム 塩化カルシウム 硫酸銅 硝酸ナトリウム 酢酸ナトリウム 硝酸アンモニウム 硫酸アンモニウム 炭酸ナトリウム
延性,物質,金属が引っ張られて細く長くなる性質を何と言いますか？,展性 導電性 展開性 弾性 粘性 靭性 圧縮性 熱伝導性 光沢性 展着性
塩素,物質,黄緑色で強い刺激臭を持ち、水道水の殺菌にも使われる気体は何ですか？,アンモニア 塩化水素 二酸化炭素 酸素 窒素 一酸化炭素 メタン 水素 オゾン フロン
オキシドール,物質,消毒などに使われる過酸化水素水を一般に何と言いますか？,エタノール ヨウ素 ホルマリン 食塩水 石灰水 蒸留水 アンモニア水 酢酸水 酸性水 アルコール
おしべ,植物,花粉をつくる植物の器官は何ですか？,めしべ 花びら がく 茎 根 葉 胞子 胚珠 種子 果実
オシロスコープ,音・光・力,音の波の様子を画面に表示するために使う機器は何ですか？,音叉 マイクロホン スピーカー 可聴域 デシベル 波長 周波数 振幅 電子天びん 温度計
重さ,音・光・力,物体に働く重力の大きさを表す量を何と言いますか？,質量 圧力 摩擦力 張力 作用反作用 弾性力 浮力 遠心力 引力 重力加速度
音源,音・光・力,音を出しているもとの物体を何と言いますか？,振動体 音叉 空気 スピーカー マイクロホン 可聴域 波長 周波数 振幅 反射板
海岸段丘,地震・地層,海岸線が階段状に連なる地形を何と言いますか？,リアス海岸 三角州 砂浜 扇状地 河岸段丘 断層 侵食 台地 山地 平野
かぎ層,地震・地層,地層の年代を比較するための目印になる地層を何と言いますか？,示準化石 示相化石 地層累重の法則 地層の不整合 地層の傾き 岩石の層 堆積物 化石層 火山灰層 火成岩層
がく,植物,花のつぼみを包んで保護する部分を何と言いますか？,花びら おしべ めしべ 胚珠 種子 子房 茎 葉 根 果実
カクセン石,火山,火成岩をつくるおもな鉱物のうち、長い柱状・針状の形で濃い緑色〜黒色のものはどれですか？,安山岩 流紋岩 斑れい岩 せん緑岩 花こう岩 カンラン石 キ石 クロウンモ チョウ石 セキエイ
花こう岩,火山,地下深くでゆっくり冷え、結晶が粗く、主に長石・石英・黒雲母からなる深成岩は何ですか？,玄武岩 安山岩 斑れい岩 流紋岩 軽石 火山灰 火山れき 石灰岩 デイサイト トラキ石
仮根,植物,コケ植物が地面などに体を固定するためにのばす根のようなものを何と言いますか？,仮茎 根 根毛 茎 葉 道管 師管 胞子 柱頭 胚珠
火山岩,火山,マグマが地表や地表近くで急に冷えてできた岩石を何と言いますか？,深成岩 花こう岩 斑れい岩 石灰岩 チャート 堆積岩 軽石 砂岩 黒曜石 岩塩
火山弾,火山,火山の噴火の際に噴き出し、空中で固まった大きな溶岩のかたまりを何と言いますか？,火山灰 火山れき 軽石 溶岩 噴石 火口 噴煙 火砕流 火山ガス 火砕岩
火山灰,火山,火山の噴火で大気中に放出される非常に細かい灰状の物質を何と言いますか？,火山弾 火山れき 軽石 噴煙 火砕流 噴石 火砕岩 火口 火山ガス 溶岩
火山噴出物,火山,火山の噴火によって地表に出てくる物質をまとめて何と言いますか？,火山灰 火山弾 火山れき 噴石 火砕流 溶岩 火山ガス 軽石 噴煙 火砕岩
火山れき,火山,火山の噴火で放出される小さな石のかけらを何と言いますか？,火山灰 火山弾 噴石 軽石 火山ガス 噴煙 火砕流 火砕岩 溶岩 砂
果実,植物,受粉後に子房が変化してできる部分は何ですか？,種子 胚珠 子房 花弁 がく 茎 葉 根 花粉 果皮
ガスバーナー,物質,実験で試験管を加熱するときに使う火の出る器具は何ですか？,ろうそく 電子てんびん メスシリンダー ルーペ 顕微鏡 双眼実体顕微鏡 プレパラート 気体検知管 上皿てんびん ポンプ
火成岩,火山,マグマが冷えて固まってできた岩石を何と言いますか？,火山岩 深成岩 花こう岩 斑れい岩 石灰岩 チャート 堆積岩 軽石 砂岩 変成岩
活断層,地震・地層,今も動いている、または将来動く可能性のある断層を何と言いますか？,断層 地層 地割れ 液状化 隆起 陥没 初期微動 震源 震央 地震波
花粉のう,植物,花粉がつくられるおしべの先端にある袋状の部分を何と言いますか？,やく おしべ 花弁 がく 子房 胚珠 花粉管 柱頭 花柱 胞子のう
花弁,植物,花の中で色がついていて虫を引き寄せる役目をする部分を何と言いますか？,がく おしべ めしべ 茎 葉 胚珠 子房 種子 果実 花粉
下方置換法,物質,空気より重い気体を集める方法として適しているのはどれですか？,上方置換法 水上置換法 蒸留法 ろ過 抽出 昇華法 中和法 蒸発法 結晶法 溶解法
軽石,火山,火山噴出物の中で、白くて多くの穴があり水に浮くこともある岩石は何ですか？,火山灰 火山弾 火山れき 溶岩 噴石 火砕岩 噴煙 火山ガス スコリア チャート
カンラン石,火山,火成岩をつくるおもな鉱物のうち、丸みのある立方体の形で黄緑色〜褐色のものはどれですか？,安山岩 流紋岩 斑れい岩 せん緑岩 花こう岩 カクセン石 キ石 クロウンモ チョウ石 セキエイ
セキエイ,火山,火成岩をつくるおもな鉱物のうち、不規則な形状で無色・白色のものはどれですか？,安山岩 流紋岩 斑れい岩 せん緑岩 花こう岩 カンラン石 キ石 カクセン石 クロウンモ チョウ石
気圧,物質,空気が地面を押す力のことを何と言いますか？,大気圧 水圧 重力 浮力 摩擦力 圧力 張力 風力 音圧 断熱圧
気孔,植物,植物の葉の表皮にある小さな穴で、水分や気体の出入りを行う部分は何ですか？,葉脈 根毛 道管 師管 胞子 柱頭 葉緑体 蒸散 子房 種子
キ石,火山,火成岩をつくるおもな鉱物のうち、短い柱状・短冊状の形で緑色〜褐色のものはどれですか？,安山岩 流紋岩 斑れい岩 せん緑岩 花こう岩 カンラン石 カクセン石 クロウンモ チョウ石 セキエイ
気体,物質,物質の三態のうち、形も体積も変えることができる状態を何と言いますか？,液体 固体 蒸気 水 蒸発 融解 凝固 沸騰 凝縮 昇華
気体検知管,物質,特定の気体の濃度を調べるための管は何ですか？,メスシリンダー 顕微鏡 ガスバーナー ルーペ プレパラート 電子てんびん 双眼実体顕微鏡 ろ過 上皿てんびん ポンプ
凝灰岩,地震・地層,火山の噴火による火山灰などが積もって固まった岩石は何ですか？,チャート 石灰岩 火山れき 軽石 花こう岩 砂岩 泥岩 玄武岩 安山岩 流紋岩
虚像,音・光・力,凸レンズでできる、実際には光が集まっていないが見える像を何と言いますか？,実像 影 焦点 焦点距離 像 映像 光源 反射像 反射光 虹
金属,物質,電気や熱をよく通し、光沢がある性質をもつ物質は何ですか？,プラスチック ガラス 木 ゴム セラミック 紙 陶器 水 炭素 繊維
金属光沢,物質,金属に見られる独特の光の反射による輝きを何と言いますか？,導電性 延性 展性 磁性 光の屈折 反射率 透明性 熱伝導性 硬度 展着性
屈折,音・光・力,光が異なる物質に進むときに進行方向が変わる現象を何と言いますか？,反射 散乱 吸収 干渉 回折 拡散 全反射 焦点 虹 実像
屈折角,音・光・力,光が屈折するとき、屈折した光と境界面の垂線との間の角度を何と言いますか？,入射角 反射角 全反射角 臨界角 焦点距離 像の角度 視角 光軸 波長 振幅
屈折光,音・光・力,光が屈折した後の進んでいく光を何と言いますか？,反射光 入射光 直進光 散乱光 拡散光 干渉光 回折光 実像 虚像 焦点光
クロウンモ,火山,火成岩をつくるおもな鉱物のうち、板状・六角形の形で黒色〜褐色のものはどれですか？,安山岩 流紋岩 斑れい岩 せん緑岩 花こう岩 カンラン石 キ石 カクセン石 チョウ石 セキエイ
結晶,物質,粒子が規則正しく並んでできた固体のことを何と言いますか？,非結晶 粉末 固体 液体 ガラス 状態変化 物質 密度 結合 結石
顕微鏡,植物,微生物や細胞を観察するときに使う器具は何ですか？,ルーペ 双眼実体顕微鏡 電子てんびん プレパラート メスシリンダー ガスバーナー 気体検知管 ろ過 上皿てんびん ポンプ
玄武岩,火山,マグマが地表で急に冷えてできた黒っぽい火山岩は何ですか？,安山岩 流紋岩 花こう岩 斑れい岩 せん緑岩 軽石 火山れき チャート 石灰岩 凝灰岩
光源,音・光・力,光を出している物体を何と言いますか？,反射板 スクリーン 実像 虚像 入射体 屈折体 焦点物体 レンズ 像 媒質
光源装置,音・光・力,光を当てて実験する際に用いる装置はどれですか？,凸レンズ スクリーン スライドガラス シャーレ 温度計 反射鏡 光ファイバー 入射器 偏光板 電球
光合成,植物,植物が光を利用して水と二酸化炭素から養分をつくるはたらきを何と言いますか？,呼吸 蒸散 吸収 同化 伝導 運搬 発芽 花粉形成 受粉 成長
光軸,音・光・力,レンズや鏡の中心を通る直線で、光の進む基準となる線を何と言いますか？,焦点 焦点距離 主軸 視軸 入射線 屈折線 反射線 波線 実軸 虚軸
鉱物,地震・地層,岩石をつくっている基本的な成分の粒を何と言いますか？,岩石 結晶 岩盤 火山岩 深成岩 層理 岩くず 岩塩 凝灰岩 鉱石
合弁花,植物,花びらが根元でくっついている花のことを何と言いますか？,離弁花 被子花 単子葉類 双子葉類 果実 種子 花粉がく めしべ 胚珠 花冠
合弁花類,植物,花びらがくっついている花を持つ植物の分類は何ですか？,離弁花類 双子葉類 単子葉類 裸子植物 被子植物 種子植物 コケ植物 シダ植物 光合成植物 蒸散植物
呼吸,植物,酸素を使って養分を分解し、エネルギーを取り出すはたらきを何と言いますか？,光合成 発酵 吸収 蒸散 分解 運搬 成長 吐き出し 消化 伝導
コケ植物,植物,仮根で固定し、維管束を持たない小さな植物の仲間を何と言いますか？,シダ植物 裸子植物 被子植物 単子葉類 双子葉類 種子植物 合弁花類 離弁花類 菌類 地衣類
誤差,物質,実験や観測で得られる値と本来の値との差を何と言いますか？,誤差範囲 誤差率 誤差幅 変動 実験差 逸脱 偏差 誤記 ノイズ 誤認
古生代,地震・地層,地球の歴史の中で、カンブリア紀やデボン紀などを含む時代は何ですか？,中生代 新生代 先カンブリア時代 白亜紀 ジュラ紀 三畳紀 石炭紀 氷河期 第四紀 原始代
固体,物質,体積も形も一定で、粒子が密に並んでいる状態を何と言いますか？,液体 気体 蒸気 水 氷 結晶 非結晶 粉末 ゲル プラズマ
混合物,物質,2種類以上の物質が混ざってできたものを何と言いますか？,化合物 単体 合金 溶液 混成物 溶媒 結晶物 元素 単純物 蒸留液
根毛,植物,植物の根の先にある細い毛のような部分で、水や養分を吸収するのは何ですか？,根 冠根 仮根 茎 根の先端 子房 胞子 胚珠 維管束 道管
再結晶,物質,固体をいったん溶かしてから再び結晶として取り出す操作を何と言いますか？,蒸発 結晶 抽出 ろ過 昇華 中和 溶解 沈殿 濾紙濾過 蒸留
細胞,植物,すべての生物の体をつくっている基本的な単位は何ですか？,組織 器官 原子 分子 葉緑体 染色体 遺伝子 生物 組成 核
砂岩,地震・地層,れきや砂などが積もって固まった堆積岩のうち、砂を多く含むものは何ですか？,れき岩 泥岩 石灰岩 チョーク 火山岩 深成岩 岩塩 片麻岩 花こう岩 安山岩
作用点,音・光・力,力を加える点のことを何と言いますか？,支点 力点 てこ 重心 摩擦点 質点 接点 反力 力の向き 垂直抗力
酸素,物質,呼吸に使われる気体で、ものを燃やすはたらきがあるのは何ですか？,二酸化炭素 窒素 水素 アンモニア メタン 酸 塩素 ヘリウム 水蒸気 酸性
師管,植物,植物の茎にある組織で、養分を運ぶ管は何ですか？,道管 葉脈 維管束 木部 柱頭 根毛 根冠 蒸散 葉緑体 維持組織
磁石の力,音・光・力,N極とS極の間で働く引き合ったり反発したりする力を何と言いますか？,電気の力 重力 摩擦力 弾性力 垂直抗力 遠心力 圧力 てこの原理 合力 張力
示準化石,地震・地層,地層の年代を知る手がかりになる化石を何と言いますか？,示相化石 位置化石 堆積化石 同位体化石 鉱物化石 層序化石 背景化石 変成化石 炭化化石 時代化石
示相化石,地震・地層,地層ができたときの環境を知る手がかりになる化石を何と言いますか？,示準化石 生痕化石 時代化石 地質化石 堆積化石 古生物化石 火山灰 化石燃料 環境化石 場所化石
シダ植物,植物,葉・茎・根の区別があり、胞子でふえる植物を何と言いますか？,コケ植物 種子植物 裸子植物 被子植物 藻類 双子葉類 単子葉類 花植物 針葉樹 常緑樹
実像,音・光・力,凸レンズを通してできる、スクリーンに映る上下左右が逆の像を何と言いますか？,虚像 焦点像 拡大像 等倍像 反射像 光源影像 屈折像 投影像 像光像 凹像
質量,物質,物体に含まれる物質の量を表す値を何と言いますか？,重さ 密度 体積 量 重力 大きさ 質量比 圧力 数量 容積
質量パーセント濃度,物質,溶液の中に溶けている物質の質量の割合を表す値を何と言いますか？,濃度 溶解度 モル濃度 飽和濃度 不飽和濃度 質量比 密度 比例関係 分率 パーセント比
子房,植物,被子植物の花の中で、受粉後に果実になる部分を何と言いますか？,胚珠 めしべ おしべ 花粉 柱頭 花弁 花托 種子 子葉 茎
しゅう曲,地震・地層,地層に力が加わって波のように曲がった地形を何と言いますか？,断層 隆起 侵食 地震 風化 プレート 活断層 火山噴火 侵入地形 構造線
重力,音・光・力,地球が物体を引っぱる力を何と言いますか？,摩擦力 張力 磁力 電気力 弾性力 浮力 圧力 合力 遠心力 反発力
主根,植物,双子葉植物に見られる、中心となる太い根を何と言いますか？,側根 根毛 ひげ根 根冠 茎 地中根 吸収根 支根 補助根 根系
種子,植物,被子植物や裸子植物が子房や胚珠から作る、次の世代の植物を育てるためのものは何ですか？,胞子 花粉 花弁 根 茎 葉 胚珠 果実 維管束 仮根
種子植物,植物,種子でふえる植物のグループは何ですか？,シダ植物 コケ植物 裸子植物 被子植物 藻類 菌類 原生生物 コウモリラン ラン 維管束植物
受粉,植物,花粉がめしべの柱頭につくことを何と言いますか？,発芽 光合成 蒸散 呼吸 受精 交配 分解 発芽促進 種子形成 葉緑体
主要動,地震・地層,地震で初期微動の後に来る大きな揺れを何と言いますか？,初期微動 余震 震源地 震央 断層 活断層 津波 隆起 陥没 揺れ
純物質,物質,1種類の物質だけからできているものを何と言いますか？,混合物 溶液 化合物 合金 溶媒 不純物 混合液 合成物 天然物 元素
蒸散,植物,植物の葉の気孔から水が気体として出ていく現象を何と言いますか？,光合成 呼吸 蒸発 吸収 吸着 吐出 移動 浸透 分解 発芽
硝酸カリウム,物質,肥料や花火の原料として使われる化学物質は何ですか？,塩化ナトリウム 酸化カルシウム 硫酸銅 炭酸水素ナトリウム 硫酸アンモニウム 塩化水素 硝酸銀 酢酸カリウム 硫酸カリウム 酢酸ナトリウム
状態変化,物質,固体・液体・気体の間で物質が変わることを何と言いますか？,化学変化 物理変化 蒸発 凝固 融解 凝縮 昇華 冷却 加熱 拡散
焦点,音・光・力,凸レンズや凹レンズを通った光が集まる点を何と言いますか？,入射点 屈折点 反射点 焦点距離 直進点 像点 光軸 虚像 実像 光源
焦点距離,音・光・力,レンズの中心から焦点までの距離を何と言いますか？,屈折率 光度 光強度 波長 周波数 屈折角 入射角 像の大きさ 虚像の位置 像の距離
上方置換法,物質,空気より軽い気体を集める方法はどれですか？,水上置換法 下方置換法 蒸留法 抽出法 昇華法 水中置換法 中和法 蒸発法 溶解法 ろ過法
蒸留,物質,液体を加熱して蒸発させ、再び冷やして液体に戻す方法は何ですか？,ろ過 抽出 中和 昇華 溶解 分留 拡散 沈殿 定着 蒸散
初期微動,地震・地層,地震の最初に感じる小さな揺れのことを何と言いますか？,主要動 余震 震源地 震央 断層 活断層 津波 隆起 陥没 揺れ
初期微動継続時間,地震・地層,初期微動が続く時間のことを何と言いますか？,主要動継続時間 余震期間 震源深さ 震央距離 地震波速度 揺れの強さ 揺れの周期 振幅 継続時間 振動数
震央,地震・地層,地震が起きた場所の真上で、地表における揺れが最も大きい地点を何と言いますか？,震源 活断層 断層 隆起 陥没 津波 プレート 余震 初期微動 主要動
震源,地震・地層,地下で地震が発生した場所を何と言いますか？,震央 活断層 断層 隆起 陥没 津波 プレート 余震 初期微動 主要動
侵食,地震・地層,川や風が岩石や土を削り運ぶ自然現象を何と言いますか？,堆積 風化 隆起 火山活動 地震断層 風食 侵入 地殻変動 崩壊 土石流
深成岩,火山,マグマが地下深くでゆっくり冷えて固まった岩石を何と言いますか？,火山岩 花こう岩 玄武岩 安山岩 斑れい岩 軽石 凝灰岩 チャート 石灰岩 砂岩
新生代,地震・地層,現在の時代を含む、地球の歴史の中で最も新しい時代を何と言いますか？,古生代 中生代 先カンブリア時代 ジュラ紀 白亜紀 三畳紀 石炭紀 冥王代 原生代 先生代
震度,地震・地層,地震の揺れの強さを示す日本の尺度は何ですか？,マグニチュード リヒター度 震源地 余震 隆起 陥没 津波 プレート 活断層 初期微動
振動数,音・光・力,1秒間に物体が振動する回数を何と言いますか？,波長 振幅 周波数 音速 音圧 音量 反射波 透過波 共鳴 波速
振幅,音・光・力,音波の大きさを表す振動の最大の変位を何と言いますか？,周波数 波長 音速 音圧 音量 反射波 透過波 共鳴 波速 振動数
水圧,音・光・力,水の深さが深くなるほど大きくなる圧力を何と言いますか？,気圧 大気圧 摩擦力 重力 弾性力 張力 遠心力 電気力 磁力 浮力
水上置換法,物質,気体を水の上に集める集め方の名前は何ですか？,上方置換法 下方置換法 蒸留法 抽出法 ろ過法 中和法 昇華法 蒸発法 溶解法 濾過
水素,物質,最も軽い気体で、燃える性質を持つ元素は何ですか？,酸素 窒素 二酸化炭素 メタン アンモニア ヘリウム 硫化水素 塩素 フッ素 一酸化炭素
垂直抗力,音・光・力,物体が地面に置かれたときに、地面から物体に垂直に働く力を何と言いますか？,重力 摩擦力 張力 弾性力 浮力 遠心力 圧力 電気力 磁力 作用力
水溶液,物質,水に溶けている液体を何と言いますか？,飽和溶液 不飽和溶液 溶媒 溶質 固体 気体 濃度 溶解度 酸性 塩基性
セキエイ,火山,火成岩をつくるおもな鉱物のうち、不規則な形状で無色・白色のものはどれですか？,安山岩 流紋岩 斑れい岩 せん緑岩 花こう岩 カンラン石 キ石 カクセン石 クロウンモ チョウ石
石灰岩,地震・地層,炭酸カルシウムが主成分で、サンゴの化石が含まれることもある堆積岩は何ですか？,砂岩 凝灰岩 礫岩 花崗岩 安山岩 玄武岩 流紋岩 チャート 石英 斑れい岩
石灰水,物質,二酸化炭素を通すと白くにごる水溶液は何ですか？,食塩水 水 酢酸 水酸化ナトリウム アンモニア水 硝酸塩 水素酸化物 水酸化カルシウム 水銀 硫酸
石基,火山,火山岩の中で、細かい部分をつなぐ細かい結晶やガラス質の部分を何と言いますか？,斑晶 基盤 角礫 砕屑 岩石 粒子 マグマ 流紋岩 安山岩 火山弾
全反射,音・光・力,光が屈折せずに境界面で全部反射する現象は何ですか？,屈折 反射 散乱 吸収 回折 干渉 焦点 虚像 実像 複屈折
せん緑岩,火山,主に緑色の鉱物を含み、地下でゆっくり冷えてできる深成岩は何ですか？,花こう岩 安山岩 玄武岩 斑れい岩 凝灰岩 チャート 流紋岩 砂岩 石灰岩 礫岩
像,音・光・力,光学で、レンズや鏡に映る物体の形や大きさを示したものを何と言いますか？,実像 虚像 焦点 反射像 屈折像 光源 影 像像 拡大像 仏像
双眼実体顕微鏡,植物,立体的に観察できる顕微鏡は何ですか？,顕微鏡 ルーペ 電子てんびん プレパラート メスシリンダー ガスバーナー 気体検知管 ろ過 上皿てんびん ポンプ
双子葉類,植物,種子植物のうち、葉の形が広くて、主根が発達しているグループを何と言いますか？,単子葉類 シダ植物 裸子植物 被子植物 コケ植物 菌類 藻類 原生生物 地衣類 蕨類
側根,植物,主根から出て横に伸びる根を何と言いますか？,主根 根毛 仮根 支根 茎根 地下茎 吸収根 根冠 維管束 気根
大気圧,物質,地球の表面にかかる空気の圧力を何と言いますか？,水圧 圧力 重力 摩擦力 張力 電気力 磁力 遠心力 弾性力 浮力
対照実験,物質,原因を確かめるために、条件を一つだけ変えて行う実験を何と言いますか？,比較実験 仮説実験 無作為実験 偶然実験 反復実験 制御実験 応用実験 基礎実験 定量実験 定性実験
堆積,地震・地層,風や水によって運ばれた土や砂が積もることを何と言いますか？,侵食 風化 隆起 火山活動 断層 活断層 地震 津波 崩壊 土石流
堆積岩,地震・地層,堆積物が長い時間圧縮されて固まった岩石を何と言いますか？,火成岩 変成岩 深成岩 火山岩 斑れい岩 石灰岩 砂岩 礫岩 凝灰岩 チャート
単子葉類,植物,種子植物のうち、葉が細長く、根がひげ根のようなグループを何と言いますか？,双子葉類 シダ植物 裸子植物 被子植物 コケ植物 菌類 藻類 原生生物 地衣類 蕨類
弾性力,音・光・力,物体が変形したときに元の形にもどろうとする力を何と言いますか？,重力 摩擦力 張力 浮力 圧力 遠心力 磁力 電気力 合力 反発力
断層,地震・地層,地面がずれてできた割れ目を何と言いますか？,しゅう曲 隆起 地震 活断層 津波 侵食 断面 浸食 堆積 岩盤
地質年代,地震・地層,地球の歴史を時代ごとに分けた区分を何と言いますか？,古生代 中生代 新生代 先カンブリア時代 ジュラ紀 白亜紀 三畳紀 石炭紀 冥王代 原始代
窒素,物質,空気の約78%を占める気体は何ですか？,酸素 二酸化炭素 水素 ヘリウム アンモニア メタン 塩素 フッ素 一酸化炭素 二酸化硫黄
チャート,地震・地層,古代の海底に堆積した、微細なケイ酸塩からできた堆積岩は何ですか？,石灰岩 砂岩 凝灰岩 礫岩 火山岩 深成岩 花崗岩 玄武岩 安山岩 流紋岩
中生代,地震・地層,恐竜が栄えた地質時代は何ですか？,古生代 新生代 先カンブリア時代 ジュラ紀 白亜紀 三畳紀 石炭紀 冥王代 原始代 現代
柱頭,植物,めしべの先端で花粉がつく部分を何と言いますか？,子房 花粉管 おしべ 胚珠 花弁 茎 葉 柱頭花 柱花 維管束
チョウ石,火山,火成岩をつくるおもな鉱物のうち、柱状・短冊状の形で白色・うす桃色のものはどれですか？,安山岩 流紋岩 斑れい岩 せん緑岩 花こう岩 カンラン石 キ石 クロウンモ カクセン石 セキエイ
直進,音・光・力,光がまっすぐ進むことを何と言いますか？,反射 屈折 散乱 干渉 回折 全反射 吸収 光合成 発散 拡散
沈降,地震・地層,地盤が下がる現象を何と言いますか？,隆起 侵食 断層 活断層 火山噴火 地すべり 津波 侵入 地震 風化
津波,地震・地層,海底地震などによって起こる大きな海の波を何と言いますか？,高潮 波浪 地震 風波 高波 滝 波動 海流 潮流 満潮
泥岩,地震・地層,細かい泥や土が固まってできた堆積岩は何ですか？,砂岩 礫岩 石灰岩 凝灰岩 チャート 安山岩 玄武岩 花こう岩 流紋岩 斑れい岩
鉄,物質,磁石に引き付けられ、電気をよく通す金属は何ですか？,銅 アルミニウム 鉛 亜鉛 銀 金 ニッケル 錫 クロム 錬鉄
電気伝導性,物質,物質が電気を通す性質を何と言いますか？,熱伝導性 磁性 光透過性 電気抵抗 電気絶縁性 電気分解性 電子移動性 半導体性 反射性 吸収性
電子てんびん,物質,非常に正確に物質の質量を測るための器具は何ですか？,上皿てんびん メスシリンダー ルーペ 顕微鏡 双眼実体顕微鏡 プレパラート ガスバーナー 気体検知管 ろ過 ポンプ
展性,物質,金属が薄くのばせる性質を何と言いますか？,延性 融点 硬度 密度 熱伝導性 電気伝導性 耐食性 強度 脆性 弾性
道管,植物,水や養分を葉から根へ運ぶ管を何と言いますか？,師管 気孔 根毛 維管束 柱頭 葉脈 茎 細胞 組織 根冠
等粒状組織,火山,深成岩の特徴で、粒がほぼ同じ大きさで見える組織を何と言いますか？,斑状組織 片麻状組織 斑晶組織 角礫組織 礫状組織 ガラス質組織 斑点組織 黒雲母組織 砂質組織 片理組織
突沸,物質,加熱中に液体が突然激しく沸騰する現象を何と言いますか？,沸騰 蒸発 凝固 昇華 融解 溶解 沈殿 乾燥 破裂 吸収
凸レンズ,音・光・力,光を集める性質があるレンズは何ですか？,凹レンズ 平凸レンズ 凸面鏡 凹面鏡 プリズム 光ファイバー 反射鏡 屈折鏡 レンズカメラ フィルター
ドライアイス,物質,固体の二酸化炭素のことを何と言いますか？,氷 水素 固体酸素 窒素固体 固体窒素 液体酸素 液体窒素 液体二酸化炭素 氷晶 冷凍庫
波,音・光・力,エネルギーが伝わる振動のことを何と言いますか？,粒子 音波 光波 電流 電圧 電磁波 電子 回転 運動 速度
二酸化炭素,物質,呼吸で吐き出される気体で、植物の光合成に使われるのは何ですか？,酸素 窒素 水素 ヘリウム メタン アンモニア 塩素 一酸化炭素 水蒸気 窒素酸化物
入射角,音・光・力,光が境界面に入るときの入射線と法線とのなす角を何と言いますか？,反射角 屈折角 屈折率 光の速度 焦点距離 光の波長 光の振幅 光の周波数 入射光 透過角
入射光,音・光・力,レンズや鏡に当たる光のことを何と言いますか？,反射光 屈折光 屈折角 焦点距離 光源 実像 虚像 光の波長 光の周波数 光の振幅
ニュートン(N),音・光・力,力の大きさの単位は何ですか？,ポンド ダイン キログラム(kg) ジュール(J) ワット(W) パスカル(Pa) ボルト(V) アンペア(A) オーム(Ω) カロリー(cal)
ニュートン,音・光・力,万有引力の法則や運動の三法則を提唱した科学者は誰ですか？,アインシュタイン ガリレオ ボイル フック アルキメデス ケプラー ホイヘンス コペルニクス ダーウィン ファラデー
ニュートン毎平方メートル(N/m2),音・光・力,圧力の単位として使われる「パスカル」を何と読み、何を表していますか？,ニュートン(N) キログラム(kg) ニュートン毎立方メートル(N/m3) ニュートン毎秒(N/s) パスカル毎立方メートル(N/m3) ワット(W) ジュール(J) カロリー(cal) ボルト(V) オーム(Ω)
熱伝導性,物質,物質が熱を伝える性質を何と言いますか？,電気伝導性 光透過性 吸収性 反射性 電気絶縁性 電気抵抗性 放射性 発熱性 耐熱性 絶縁性
胚珠,植物,受粉後に種子になる植物の部分は何ですか？,子房 花粉柱 花粉 胚芽 種皮 柱頭 花弁 葉 茎 根
パスカル(Pa),音・光・力,圧力の単位で、1ニュートンの力が1平方メートルにかかるときの圧力は何ですか？,ニュートン(N) キログラム(kg) ジュール(J) ワット(W) ニュートン毎平方メートル(N/m2) ボルト(V) アンペア(A) オーム(Ω) ヘルツ(Hz) カロリー(cal)
発音体,音・光・力,音を出す器官のことを何と言いますか？,声帯 鼓膜 耳介 内耳 中耳 外耳 声帯ひも 気管 声道 喉頭
